author;term;termCount;totalTerms;articleCount;totalArticles;termPercent;inverseDocumentFrequency;criterion
TheresePoletti;provider;8;23416;4;50;0.034;4.063;0.139
TheresePoletti;subscriber;19;23416;8;50;0.081;4.605;0.374
TheresePoletti;paul;4;23416;3;50;0.017;3.43;0.059
TheresePoletti;delacey;3;23416;1;50;0.013;7.824;0.1
TheresePoletti;telephone;6;23416;5;50;0.026;2.065;0.053
TheresePoletti;looking;7;23416;6;50;0.03;2.107;0.063
TheresePoletti;fears;3;23416;3;50;0.013;3.239;0.041
TheresePoletti;experience;5;23416;4;50;0.021;3.619;0.077
TheresePoletti;entry;4;23416;3;50;0.017;3.681;0.063
TheresePoletti;level;6;23416;6;50;0.026;1.966;0.05
TheresePoletti;volume;3;23416;3;50;0.013;3.079;0.039
TheresePoletti;basic;3;23416;3;50;0.013;3.161;0.04
TheresePoletti;hours;9;23416;5;50;0.038;3.004;0.115
TheresePoletti;usage;7;23416;6;50;0.03;4.646;0.139
TheresePoletti;additional;5;23416;5;50;0.021;3.115;0.067
TheresePoletti;provides;5;23416;3;50;0.021;3.73;0.08
TheresePoletti;add;5;23416;4;50;0.021;3.124;0.067
TheresePoletti;features;7;23416;6;50;0.03;3.713;0.111
TheresePoletti;proprietary;6;23416;5;50;0.026;5.185;0.133
TheresePoletti;members;11;23416;5;50;0.047;2.331;0.11
TheresePoletti;months;13;23416;11;50;0.056;1.33;0.074
TheresePoletti;long;12;23416;10;50;0.051;1.267;0.065
TheresePoletti;deliver;3;23416;3;50;0.013;3.854;0.049
TheresePoletti;compuserve;14;23416;3;50;0.06;5.185;0.31
TheresePoletti;leading;9;23416;7;50;0.038;2.218;0.085
TheresePoletti;says;4;23416;2;50;0.017;2.526;0.043
TheresePoletti;does;8;23416;8;50;0.034;2.107;0.072
TheresePoletti;rolled;3;23416;3;50;0.013;4.828;0.062
TheresePoletti;currently;8;23416;8;50;0.034;2.134;0.073
TheresePoletti;households;6;23416;4;50;0.026;4.646;0.119
TheresePoletti;privately;7;23416;5;50;0.03;4.16;0.124
TheresePoletti;held;10;23416;8;50;0.043;2.031;0.087
TheresePoletti;provide;16;23416;10;50;0.068;2.348;0.16
TheresePoletti;real;10;23416;9;50;0.043;2.43;0.104
TheresePoletti;audio;8;23416;5;50;0.034;5.339;0.182
TheresePoletti;enables;3;23416;3;50;0.013;4.646;0.06
TheresePoletti;music;8;23416;7;50;0.034;4.39;0.15
TheresePoletti;africa;5;23416;4;50;0.021;3.854;0.082
TheresePoletti;unit;34;23416;20;50;0.145;2.016;0.293
TheresePoletti;providing;3;23416;3;50;0.013;3.681;0.047
TheresePoletti;venture;7;23416;5;50;0.03;2.444;0.073
TheresePoletti;owned;3;23416;2;50;0.013;2.019;0.026
TheresePoletti;private;4;23416;4;50;0.017;2.551;0.044
TheresePoletti;investors;10;23416;6;50;0.043;1.749;0.075
TheresePoletti;industrial;3;23416;3;50;0.013;2.926;0.037
TheresePoletti;july;9;23416;9;50;0.038;2.147;0.083
TheresePoletti;founders;3;23416;3;50;0.013;5.745;0.074
TheresePoletti;biggest;14;23416;13;50;0.06;1.825;0.109
TheresePoletti;profits;11;23416;9;50;0.047;1.615;0.076
TheresePoletti;jumped;8;23416;7;50;0.034;2.84;0.097
TheresePoletti;higher;11;23416;7;50;0.047;1.663;0.078
TheresePoletti;operations;10;23416;7;50;0.043;1.919;0.082
TheresePoletti;wall;24;23416;13;50;0.102;2.491;0.255
TheresePoletti;street;23;23416;13;50;0.098;2.303;0.226
TheresePoletti;fell;13;23416;6;50;0.056;2.175;0.121
TheresePoletti;york;17;23416;14;50;0.073;1.897;0.138
TheresePoletti;sharply;3;23416;3;50;0.013;3.281;0.042
TheresePoletti;income;3;23416;2;50;0.013;2.604;0.033
TheresePoletti;ended;7;23416;7;50;0.03;2.196;0.066
TheresePoletti;sept;4;23416;4;50;0.017;3.854;0.066
TheresePoletti;grew;8;23416;4;50;0.034;3.48;0.119
TheresePoletti;includes;5;23416;5;50;0.021;3.037;0.065
TheresePoletti;drives;3;23416;2;50;0.013;5.339;0.068
TheresePoletti;significantly;6;23416;4;50;0.026;3.43;0.088
TheresePoletti;segments;3;23416;3;50;0.013;5.259;0.067
TheresePoletti;pleased;5;23416;5;50;0.021;3.48;0.074
TheresePoletti;continuing;3;23416;3;50;0.013;3.045;0.039
TheresePoletti;performance;8;23416;6;50;0.034;2.352;0.08
TheresePoletti;gross;3;23416;3;50;0.013;3.302;0.042
TheresePoletti;eckhard;3;23416;3;50;0.013;6.725;0.086
TheresePoletti;pfeiffer;9;23416;3;50;0.038;6.725;0.258
TheresePoletti;october;7;23416;6;50;0.03;2.117;0.063
TheresePoletti;powerful;4;23416;4;50;0.017;3.239;0.055
TheresePoletti;workstations;12;23416;4;50;0.051;5.878;0.301
TheresePoletti;engineers;4;23416;3;50;0.017;4.646;0.079
TheresePoletti;driven;3;23416;3;50;0.013;3.73;0.048
TheresePoletti;christmas;5;23416;3;50;0.021;3.576;0.076
TheresePoletti;demand;10;23416;9;50;0.043;2.127;0.091
TheresePoletti;strong;28;23416;15;50;0.12;1.5;0.179
TheresePoletti;dean;8;23416;5;50;0.034;4.213;0.144
TheresePoletti;best;10;23416;6;50;0.043;2.386;0.102
TheresePoletti;great;5;23416;5;50;0.021;2.7;0.058
TheresePoletti;job;7;23416;7;50;0.03;2.706;0.081
TheresePoletti;markets;10;23416;8;50;0.043;1.563;0.067
TheresePoletti;officer;14;23416;12;50;0.06;2.377;0.142
TheresePoletti;comfortable;3;23416;2;50;0.013;4.492;0.058
TheresePoletti;clearly;6;23416;4;50;0.026;2.882;0.074
TheresePoletti;eugene;3;23416;3;50;0.013;5.339;0.068
TheresePoletti;glazer;3;23416;3;50;0.013;6.725;0.086
TheresePoletti;witter;7;23416;5;50;0.03;4.566;0.136
TheresePoletti;came;4;23416;4;50;0.017;2.211;0.038
TheresePoletti;generated;4;23416;4;50;0.017;4.086;0.07
TheresePoletti;times;10;23416;6;50;0.043;2.421;0.103
TheresePoletti;cash;7;23416;6;50;0.03;1.958;0.059
TheresePoletti;earlier;14;23416;13;50;0.06;1.449;0.087
TheresePoletti;improved;5;23416;3;50;0.021;3.012;0.064
TheresePoletti;management;6;23416;6;50;0.026;1.946;0.05
TheresePoletti;balance;3;23416;3;50;0.013;3.012;0.039
TheresePoletti;continue;14;23416;12;50;0.06;1.84;0.11
TheresePoletti;increase;9;23416;7;50;0.038;1.767;0.068
TheresePoletti;expand;4;23416;4;50;0.017;2.82;0.048
TheresePoletti;areas;9;23416;9;50;0.038;2.491;0.096
TheresePoletti;reports;8;23416;6;50;0.034;2.768;0.095
TheresePoletti;growing;15;23416;10;50;0.064;2.059;0.132
TheresePoletti;nation;3;23416;3;50;0.013;2.551;0.033
TheresePoletti;transition;11;23416;7;50;0.047;3.124;0.147
TheresePoletti;dollar;6;23416;3;50;0.026;2.774;0.071
TheresePoletti;average;5;23416;5;50;0.021;2.369;0.051
TheresePoletti;range;8;23416;8;50;0.034;2.343;0.08
TheresePoletti;lost;4;23416;4;50;0.017;2.263;0.039
TheresePoletti;businesses;11;23416;8;50;0.047;2.179;0.102
TheresePoletti;competitors;6;23416;4;50;0.026;3.115;0.08
TheresePoletti;power;11;23416;7;50;0.047;2.196;0.103
TheresePoletti;daniel;3;23416;3;50;0.013;4.566;0.058
TheresePoletti;ries;3;23416;1;50;0.013;7.824;0.1
TheresePoletti;started;4;23416;4;50;0.017;2.688;0.046
TheresePoletti;shipping;3;23416;3;50;0.013;3.302;0.042
TheresePoletti;right;8;23416;7;50;0.034;2.056;0.07
TheresePoletti;sharp;5;23416;5;50;0.021;3.199;0.068
TheresePoletti;drop;5;23416;5;50;0.021;2.755;0.059
TheresePoletti;memory;13;23416;6;50;0.056;4.423;0.246
TheresePoletti;chip;16;23416;10;50;0.068;3.417;0.234
TheresePoletti;hurt;8;23416;6;50;0.034;3.347;0.114
TheresePoletti;semiconductor;6;23416;6;50;0.026;4.086;0.105
TheresePoletti;chips;5;23416;5;50;0.021;4.086;0.087
TheresePoletti;saw;6;23416;6;50;0.026;2.491;0.064
TheresePoletti;minicomputers;5;23416;4;50;0.021;6.438;0.137
TheresePoletti;strengths;5;23416;5;50;0.021;4.566;0.097
TheresePoletti;continued;6;23416;6;50;0.026;2.453;0.063
TheresePoletti;richard;10;23416;10;50;0.043;3.004;0.128
TheresePoletti;thoman;8;23416;3;50;0.034;6.725;0.23
TheresePoletti;morning;3;23416;3;50;0.013;3.142;0.04
TheresePoletti;ship;3;23416;3;50;0.013;4.213;0.054
TheresePoletti;big;35;23416;27;50;0.149;1.574;0.235
TheresePoletti;upside;3;23416;3;50;0.013;4.733;0.061
TheresePoletti;giant;13;23416;12;50;0.056;2.179;0.121
TheresePoletti;estimate;8;23416;8;50;0.034;3.18;0.109
TheresePoletti;moves;7;23416;6;50;0.03;3.199;0.096
TheresePoletti;hit;4;23416;4;50;0.017;2.211;0.038
TheresePoletti;reported;20;23416;13;50;0.085;1.717;0.147
TheresePoletti;raised;4;23416;3;50;0.017;2.682;0.046
TheresePoletti;concern;3;23416;3;50;0.013;2.827;0.036
TheresePoletti;shares;23;23416;11;50;0.098;1.231;0.121
TheresePoletti;ride;3;23416;3;50;0.013;4.269;0.055
TheresePoletti;climbed;3;23416;3;50;0.013;3.799;0.049
TheresePoletti;bullish;4;23416;4;50;0.017;3.817;0.065
TheresePoletti;jay;4;23416;4;50;0.017;4.991;0.085
TheresePoletti;stevens;4;23416;4;50;0.017;5.185;0.089
TheresePoletti;numbers;5;23416;5;50;0.021;2.964;0.063
TheresePoletti;bigger;6;23416;4;50;0.026;3.52;0.09
TheresePoletti;restructuring;14;23416;10;50;0.06;2.665;0.159
TheresePoletti;general;19;23416;13;50;0.081;1.737;0.141
TheresePoletti;successful;5;23416;5;50;0.021;3.053;0.065
TheresePoletti;investments;4;23416;4;50;0.017;2.897;0.049
TheresePoletti;revenue;20;23416;9;50;0.085;2.521;0.215
TheresePoletti;better;12;23416;9;50;0.051;1.845;0.095
TheresePoletti;stephen;6;23416;5;50;0.026;3.681;0.094
TheresePoletti;dube;3;23416;2;50;0.013;7.131;0.091
TheresePoletti;wasserstein;3;23416;2;50;0.013;6.438;0.082
TheresePoletti;coming;5;23416;4;50;0.021;2.496;0.053
TheresePoletti;effect;4;23416;4;50;0.017;2.712;0.046
TheresePoletti;hoping;4;23416;3;50;0.017;3.534;0.06
TheresePoletti;need;4;23416;4;50;0.017;2.049;0.035
TheresePoletti;account;7;23416;7;50;0.03;2.774;0.083
TheresePoletti;sell;14;23416;12;50;0.06;2.001;0.12
TheresePoletti;example;8;23416;8;50;0.034;3.115;0.106
TheresePoletti;levels;11;23416;5;50;0.047;2.339;0.11
TheresePoletti;decline;7;23416;7;50;0.03;3.062;0.092
TheresePoletti;hefty;6;23416;6;50;0.026;3.932;0.101
TheresePoletti;securities;8;23416;8;50;0.034;2.004;0.068
TheresePoletti;originally;4;23416;4;50;0.017;3.974;0.068
TheresePoletti;taking;12;23416;11;50;0.051;2.168;0.111
TheresePoletti;compared;9;23416;7;50;0.038;2.12;0.081
TheresePoletti;related;3;23416;3;50;0.013;2.807;0.036
TheresePoletti;acquisition;8;23416;6;50;0.034;2.39;0.082
TheresePoletti;closed;4;23416;2;50;0.017;2.356;0.04
TheresePoletti;rally;5;23416;3;50;0.021;3.665;0.078
TheresePoletti;high;17;23416;14;50;0.073;1.295;0.094
TheresePoletti;meeting;4;23416;3;50;0.017;1.978;0.034
TheresePoletti;prospects;3;23416;3;50;0.013;3.037;0.039
TheresePoletti;feel;4;23416;4;50;0.017;3.26;0.056
TheresePoletti;longer;3;23416;3;50;0.013;2.897;0.037
TheresePoletti;citing;4;23416;4;50;0.017;3.697;0.063
TheresePoletti;north;7;23416;4;50;0.03;2.335;0.07
TheresePoletti;asia;3;23416;3;50;0.013;2.335;0.03
TheresePoletti;latin;3;23416;3;50;0.013;4.086;0.052
TheresePoletti;division;13;23416;11;50;0.056;2.648;0.147
TheresePoletti;host;7;23416;6;50;0.03;4.39;0.131
TheresePoletti;maintenance;3;23416;3;50;0.013;4.358;0.056
TheresePoletti;structure;5;23416;4;50;0.021;3.291;0.07
TheresePoletti;began;5;23416;4;50;0.021;2.551;0.054
TheresePoletti;pay;9;23416;7;50;0.038;1.941;0.075
TheresePoletti;stratus;7;23416;1;50;0.03;6.725;0.201
TheresePoletti;bell;8;23416;3;50;0.034;3.781;0.129
TheresePoletti;units;11;23416;9;50;0.047;3.302;0.155
TheresePoletti;formed;6;23416;6;50;0.026;3.115;0.08
TheresePoletti;opportunities;6;23416;4;50;0.026;3.004;0.077
TheresePoletti;progress;4;23416;4;50;0.017;2.964;0.051
TheresePoletti;problems;9;23416;8;50;0.038;2.204;0.085
TheresePoletti;affect;3;23416;3;50;0.013;3.43;0.044
TheresePoletti;increased;4;23416;4;50;0.017;2.352;0.04
TheresePoletti;united;12;23416;8;50;0.051;1.482;0.076
TheresePoletti;states;15;23416;10;50;0.064;1.557;0.1
TheresePoletti;planned;5;23416;5;50;0.021;2.081;0.044
TheresePoletti;versions;7;23416;5;50;0.03;3.974;0.119
TheresePoletti;separately;3;23416;3;50;0.013;4.269;0.055
TheresePoletti;mass;8;23416;7;50;0.034;3.455;0.118
TheresePoletti;positive;6;23416;5;50;0.026;2.659;0.068
TheresePoletti;beleaguered;4;23416;4;50;0.017;5.426;0.093
TheresePoletti;expectations;5;23416;5;50;0.021;2.577;0.055
TheresePoletti;benefits;3;23416;3;50;0.013;2.996;0.038
TheresePoletti;statement;11;23416;8;50;0.047;1.823;0.086
TheresePoletti;series;7;23416;3;50;0.03;2.897;0.087
TheresePoletti;stronger;7;23416;5;50;0.03;3.062;0.092
TheresePoletti;thursday;6;23416;5;50;0.026;1.498;0.038
TheresePoletti;leaving;6;23416;4;50;0.026;3.393;0.087
TheresePoletti;joining;10;23416;4;50;0.043;3.974;0.17
TheresePoletti;startup;8;23416;3;50;0.034;5.116;0.175
TheresePoletti;credibility;6;23416;2;50;0.026;4.646;0.119
TheresePoletti;realignment;3;23416;3;50;0.013;6.215;0.08
TheresePoletti;ross;6;23416;2;50;0.026;5.426;0.139
TheresePoletti;cooley;22;23416;2;50;0.094;7.131;0.67
TheresePoletti;position;8;23416;6;50;0.034;2.189;0.075
TheresePoletti;old;7;23416;6;50;0.03;2.271;0.068
TheresePoletti;tech;3;23416;3;50;0.013;4.11;0.053
TheresePoletti;pcorder;22;23416;2;50;0.094;7.131;0.67
TheresePoletti;com;14;23416;6;50;0.06;4.733;0.283
TheresePoletti;positions;5;23416;3;50;0.021;3.781;0.081
TheresePoletti;salary;4;23416;2;50;0.017;5.116;0.087
TheresePoletti;plus;9;23416;7;50;0.038;3.219;0.124
TheresePoletti;options;5;23416;3;50;0.021;3.229;0.069
TheresePoletti;marketplace;10;23416;7;50;0.043;3.953;0.169
TheresePoletti;buying;10;23416;10;50;0.043;2.348;0.1
TheresePoletti;selling;10;23416;9;50;0.043;2.426;0.104
TheresePoletti;ast;4;23416;4;50;0.017;6.438;0.11
TheresePoletti;replacing;3;23416;3;50;0.013;4.492;0.058
TheresePoletti;obviously;4;23416;4;50;0.017;3.73;0.064
TheresePoletti;place;10;23416;6;50;0.043;2.154;0.092
TheresePoletti;dell;10;23416;8;50;0.043;4.934;0.211
TheresePoletti;newly;7;23416;5;50;0.03;3.493;0.104
TheresePoletti;manager;12;23416;8;50;0.051;2.556;0.131
TheresePoletti;worldwide;14;23416;12;50;0.06;2.755;0.165
TheresePoletti;heads;4;23416;4;50;0.017;4.086;0.07
TheresePoletti;geographical;5;23416;5;50;0.021;5.185;0.111
TheresePoletti;regions;5;23416;3;50;0.021;3.697;0.079
TheresePoletti;pacific;7;23416;6;50;0.03;2.62;0.078
TheresePoletti;middle;4;23416;3;50;0.017;3.393;0.058
TheresePoletti;east;4;23416;3;50;0.017;2.774;0.047
TheresePoletti;directly;6;23416;5;50;0.026;3.358;0.086
TheresePoletti;grown;4;23416;2;50;0.017;3.799;0.065
TheresePoletti;needs;6;23416;6;50;0.026;2.582;0.066
TheresePoletti;day;9;23416;7;50;0.038;1.719;0.066
TheresePoletti;support;4;23416;4;50;0.017;2.327;0.04
TheresePoletti;people;17;23416;13;50;0.073;1.217;0.088
TheresePoletti;building;6;23416;6;50;0.026;2.364;0.061
TheresePoletti;irrefutable;4;23416;2;50;0.017;6.438;0.11
TheresePoletti;today;4;23416;4;50;0.017;2.582;0.044
TheresePoletti;vision;5;23416;4;50;0.021;4.689;0.1
TheresePoletti;represent;6;23416;5;50;0.026;3.73;0.096
TheresePoletti;getting;12;23416;11;50;0.051;2.536;0.13
TheresePoletti;really;16;23416;15;50;0.068;2.382;0.163
TheresePoletti;mccarthy;4;23416;2;50;0.017;7.131;0.122
TheresePoletti;considering;4;23416;4;50;0.017;3.062;0.052
TheresePoletti;founded;4;23416;4;50;0.017;3.854;0.066
TheresePoletti;orders;4;23416;2;50;0.017;3.605;0.062
TheresePoletti;entrants;4;23416;4;50;0.017;4.689;0.08
TheresePoletti;workstation;9;23416;1;50;0.038;6.438;0.247
TheresePoletti;scrambling;3;23416;3;50;0.013;5.426;0.07
TheresePoletti;traditional;5;23416;2;50;0.021;3.106;0.066
TheresePoletti;seymour;5;23416;1;50;0.021;6.725;0.144
TheresePoletti;data;21;23416;11;50;0.09;2.556;0.229
TheresePoletti;firm;14;23416;14;50;0.06;1.774;0.106
TheresePoletti;unveil;11;23416;8;50;0.047;4.017;0.189
TheresePoletti;faster;10;23416;5;50;0.043;3.634;0.155
TheresePoletti;unix;7;23416;3;50;0.03;6.215;0.186
TheresePoletti;making;10;23416;7;50;0.043;2.037;0.087
TheresePoletti;inroads;3;23416;3;50;0.013;5.051;0.065
TheresePoletti;idc;6;23416;5;50;0.026;5.521;0.141
TheresePoletti;technical;5;23416;3;50;0.021;3.381;0.072
TheresePoletti;widely;7;23416;6;50;0.03;2.919;0.087
TheresePoletti;animation;3;23416;2;50;0.013;5.745;0.074
TheresePoletti;design;6;23416;4;50;0.026;3.932;0.101
TheresePoletti;word;8;23416;6;50;0.034;3.681;0.126
TheresePoletti;instead;6;23416;6;50;0.026;2.665;0.068
TheresePoletti;separate;5;23416;3;50;0.021;3.189;0.068
TheresePoletti;intel;22;23416;7;50;0.094;3.697;0.347
TheresePoletti;isn;4;23416;4;50;0.017;4.086;0.07
TheresePoletti;family;5;23416;3;50;0.021;2.8;0.06
TheresePoletti;powerpc;3;23416;2;50;0.013;6.438;0.082
TheresePoletti;increasingly;6;23416;5;50;0.026;3.012;0.077
TheresePoletti;introduce;7;23416;7;50;0.03;3.799;0.114
TheresePoletti;spokeswoman;4;23416;4;50;0.017;3.07;0.052
TheresePoletti;comment;5;23416;4;50;0.021;2.071;0.044
TheresePoletti;price;41;23416;13;50;0.175;1.396;0.244
TheresePoletti;model;10;23416;8;50;0.043;3.37;0.144
TheresePoletti;soon;4;23416;4;50;0.017;2.458;0.042
TheresePoletti;poised;6;23416;6;50;0.026;4.017;0.103
TheresePoletti;thing;3;23416;3;50;0.013;2.964;0.038
TheresePoletti;javastation;8;23416;2;50;0.034;6.438;0.22
TheresePoletti;scott;3;23416;3;50;0.013;3.817;0.049
TheresePoletti;mcnealy;4;23416;1;50;0.017;5.745;0.098
TheresePoletti;device;3;23416;3;50;0.013;4.39;0.056
TheresePoletti;floppy;3;23416;3;50;0.013;5.745;0.074
TheresePoletti;disks;4;23416;4;50;0.017;5.426;0.093
TheresePoletti;allow;4;23416;4;50;0.017;2.267;0.039
TheresePoletti;oracle;8;23416;3;50;0.034;4.934;0.169
TheresePoletti;wintel;4;23416;2;50;0.017;6.032;0.103
TheresePoletti;ncs;3;23416;2;50;0.013;6.438;0.082
TheresePoletti;offered;6;23416;6;50;0.026;2.868;0.073
TheresePoletti;firms;6;23416;6;50;0.026;2.13;0.055
TheresePoletti;devices;7;23416;4;50;0.03;3.995;0.119
TheresePoletti;java;29;23416;4;50;0.124;4.733;0.586
TheresePoletti;environment;3;23416;2;50;0.013;3.417;0.044
TheresePoletti;zander;3;23416;1;50;0.013;6.725;0.086
TheresePoletti;lowest;3;23416;3;50;0.013;4.086;0.052
TheresePoletti;monitor;5;23416;2;50;0.021;4.78;0.102
TheresePoletti;keyboard;3;23416;1;50;0.013;6.215;0.08
TheresePoletti;ownership;3;23416;2;50;0.013;3.302;0.042
TheresePoletti;zero;5;23416;5;50;0.021;4.646;0.099
TheresePoletti;seen;18;23416;13;50;0.077;1.838;0.141
TheresePoletti;reporters;4;23416;4;50;0.017;2.335;0.04
TheresePoletti;combination;5;23416;5;50;0.021;3.467;0.074
TheresePoletti;hype;10;23416;6;50;0.043;5.521;0.236
TheresePoletti;expecting;3;23416;3;50;0.013;3.697;0.047
TheresePoletti;percentage;4;23416;2;50;0.017;3.507;0.06
TheresePoletti;small;6;23416;5;50;0.026;2.11;0.054
TheresePoletti;maybe;4;23416;4;50;0.017;3.912;0.067
TheresePoletti;megabytes;3;23416;1;50;0.013;6.438;0.082
TheresePoletti;fully;3;23416;2;50;0.013;3.161;0.04
TheresePoletti;estimated;6;23416;6;50;0.026;2.561;0.066
TheresePoletti;maintain;4;23416;4;50;0.017;3.106;0.053
TheresePoletti;potentially;3;23416;3;50;0.013;4.16;0.053
TheresePoletti;dollars;4;23416;4;50;0.017;2.988;0.051
TheresePoletti;ellison;3;23416;1;50;0.013;6.032;0.077
TheresePoletti;framingham;3;23416;3;50;0.013;6.438;0.082
TheresePoletti;processor;5;23416;3;50;0.021;4.78;0.102
TheresePoletti;key;5;23416;5;50;0.021;1.779;0.038
TheresePoletti;pro;3;23416;2;50;0.013;2.847;0.036
TheresePoletti;owning;3;23416;2;50;0.013;4.689;0.06
TheresePoletti;purchase;5;23416;5;50;0.021;3.028;0.065
TheresePoletti;tom;4;23416;4;50;0.017;4.423;0.076
TheresePoletti;main;5;23416;4;50;0.021;2.204;0.047
TheresePoletti;shift;3;23416;3;50;0.013;3.634;0.047
TheresePoletti;limited;3;23416;2;50;0.013;2.972;0.038
TheresePoletti;subsidiary;4;23416;4;50;0.017;3.106;0.053
TheresePoletti;developing;10;23416;6;50;0.043;3.189;0.136
TheresePoletti;station;3;23416;3;50;0.013;4.269;0.055
TheresePoletti;number;6;23416;6;50;0.026;1.818;0.047
TheresePoletti;predicts;6;23416;5;50;0.026;5.627;0.144
TheresePoletti;oversee;3;23416;2;50;0.013;4.934;0.063
TheresePoletti;studios;3;23416;2;50;0.013;5.745;0.074
TheresePoletti;programming;20;23416;7;50;0.085;3.932;0.336
TheresePoletti;ans;3;23416;2;50;0.013;7.131;0.091
TheresePoletti;dulles;4;23416;4;50;0.017;6.032;0.103
TheresePoletti;monthly;8;23416;7;50;0.034;3.932;0.134
TheresePoletti;launched;8;23416;5;50;0.034;2.671;0.091
TheresePoletti;named;6;23416;3;50;0.026;2.964;0.076
TheresePoletti;pittman;7;23416;2;50;0.03;6.725;0.201
TheresePoletti;mtv;4;23416;2;50;0.017;5.878;0.1
TheresePoletti;headed;3;23416;3;50;0.013;3.697;0.047
TheresePoletti;accounting;8;23416;3;50;0.034;3.26;0.111
TheresePoletti;active;3;23416;3;50;0.013;2.882;0.037
TheresePoletti;pressure;3;23416;3;50;0.013;2.458;0.031
TheresePoletti;subscribers;21;23416;10;50;0.09;3.781;0.339
TheresePoletti;house;4;23416;3;50;0.017;2.712;0.046
TheresePoletti;media;7;23416;5;50;0.03;2.241;0.067
TheresePoletti;jupiter;5;23416;2;50;0.021;6.215;0.133
TheresePoletti;pre;4;23416;4;50;0.017;2.813;0.048
TheresePoletti;nearly;5;23416;4;50;0.021;2.248;0.048
TheresePoletti;slower;6;23416;4;50;0.026;4.186;0.107
TheresePoletti;target;6;23416;5;50;0.026;2.598;0.067
TheresePoletti;reaching;4;23416;4;50;0.017;3.799;0.065
TheresePoletti;ted;3;23416;3;50;0.013;4.689;0.06
TheresePoletti;head;7;23416;6;50;0.03;2.237;0.067
TheresePoletti;immediately;3;23416;2;50;0.013;3.161;0.04
TheresePoletti;medium;4;23416;4;50;0.017;3.48;0.059
TheresePoletti;advance;3;23416;2;50;0.013;3.912;0.05
TheresePoletti;payment;5;23416;3;50;0.021;3.605;0.077
TheresePoletti;connection;3;23416;3;50;0.013;4.086;0.052
TheresePoletti;hour;3;23416;3;50;0.013;3.381;0.043
TheresePoletti;shareholders;3;23416;1;50;0.013;2.068;0.026
TheresePoletti;slow;4;23416;3;50;0.017;3.062;0.052
TheresePoletti;addition;5;23416;5;50;0.021;3.004;0.064
TheresePoletti;fees;4;23416;4;50;0.017;3.747;0.064
TheresePoletti;manage;3;23416;2;50;0.013;4.063;0.052
TheresePoletti;greater;3;23416;3;50;0.013;3.18;0.041
TheresePoletti;tremendous;3;23416;3;50;0.013;4.358;0.056
TheresePoletti;recognition;3;23416;2;50;0.013;4.605;0.059
TheresePoletti;shopping;21;23416;10;50;0.09;3.417;0.306
TheresePoletti;fact;3;23416;3;50;0.013;2.911;0.037
TheresePoletti;direction;4;23416;4;50;0.017;3.73;0.064
TheresePoletti;washington;6;23416;5;50;0.026;2.677;0.069
TheresePoletti;september;8;23416;6;50;0.034;1.952;0.067
TheresePoletti;acquire;3;23416;3;50;0.013;3.347;0.043
TheresePoletti;comes;3;23416;3;50;0.013;2.861;0.037
TheresePoletti;satellite;39;23416;4;50;0.167;3.381;0.563
TheresePoletti;echostar;17;23416;3;50;0.073;6.438;0.467
TheresePoletti;gave;3;23416;3;50;0.013;2.781;0.036
TheresePoletti;nascent;3;23416;3;50;0.013;5.745;0.074
TheresePoletti;jolt;5;23416;3;50;0.021;6.032;0.129
TheresePoletti;thomson;21;23416;4;50;0.09;4.269;0.383
TheresePoletti;dish;8;23416;3;50;0.034;5.745;0.196
TheresePoletti;matched;3;23416;3;50;0.013;5.259;0.067
TheresePoletti;surely;3;23416;3;50;0.013;6.032;0.077
TheresePoletti;shake;3;23416;3;50;0.013;4.566;0.058
TheresePoletti;fuel;6;23416;6;50;0.026;3.405;0.087
TheresePoletti;fastest;3;23416;3;50;0.013;4.135;0.053
TheresePoletti;electronics;18;23416;7;50;0.077;3.302;0.254
TheresePoletti;completely;4;23416;4;50;0.017;4.063;0.069
TheresePoletti;nature;3;23416;3;50;0.013;3.974;0.051
TheresePoletti;joe;3;23416;3;50;0.013;4.605;0.059
TheresePoletti;clayton;14;23416;3;50;0.06;6.725;0.402
TheresePoletti;france;4;23416;4;50;0.017;2.706;0.046
TheresePoletti;rca;3;23416;3;50;0.013;5.878;0.075
TheresePoletti;combined;4;23416;4;50;0.017;2.847;0.049
TheresePoletti;directv;10;23416;3;50;0.043;5.878;0.251
TheresePoletti;hughes;3;23416;3;50;0.013;4.605;0.059
TheresePoletti;broadcasting;9;23416;5;50;0.038;3.995;0.154
TheresePoletti;cuts;7;23416;7;50;0.03;3.124;0.093
TheresePoletti;harder;4;23416;4;50;0.017;4.213;0.072
TheresePoletti;know;4;23416;4;50;0.017;2.541;0.043
TheresePoletti;telcos;4;23416;4;50;0.017;6.215;0.106
TheresePoletti;involved;3;23416;3;50;0.013;2.718;0.035
TheresePoletti;awareness;3;23416;3;50;0.013;5.185;0.066
TheresePoletti;amounted;3;23416;3;50;0.013;5.116;0.066
TheresePoletti;carmel;7;23416;3;50;0.03;6.032;0.18
TheresePoletti;winner;3;23416;3;50;0.013;3.932;0.05
TheresePoletti;jimmy;3;23416;3;50;0.013;5.339;0.068
TheresePoletti;schaeffler;11;23416;3;50;0.047;6.438;0.302
TheresePoletti;outside;7;23416;5;50;0.03;2.593;0.078
TheresePoletti;installing;3;23416;3;50;0.013;6.215;0.08
TheresePoletti;wired;3;23416;3;50;0.013;5.339;0.068
